icd10_root,gbd_cause_lvl3,gbd_cause_lvl2
L88,Non-communicable diseases,Non-communicable diseases
L89,Non-communicable diseases,Non-communicable diseases
L93,Non-communicable diseases,Non-communicable diseases
L97,Non-communicable diseases,Non-communicable diseases
L98,Non-communicable diseases,Non-communicable diseases
M00,Non-communicable diseases,Non-communicable diseases
M01,Non-communicable diseases,Non-communicable diseases
M02,Non-communicable diseases,Non-communicable diseases
M03,Non-communicable diseases,Non-communicable diseases
M05,Non-communicable diseases,Non-communicable diseases
M06,Non-communicable diseases,Non-communicable diseases
M07,Non-communicable diseases,Non-communicable diseases
M08,Non-communicable diseases,Non-communicable diseases
M09,Non-communicable diseases,Non-communicable diseases
M30,Non-communicable diseases,Non-communicable diseases
M31,Non-communicable diseases,Non-communicable diseases
M32,Non-communicable diseases,Non-communicable diseases
M33,Non-communicable diseases,Non-communicable diseases
M34,Non-communicable diseases,Non-communicable diseases
M35,Non-communicable diseases,Non-communicable diseases
M36,Non-communicable diseases,Non-communicable diseases
M40,Non-communicable diseases,Non-communicable diseases
M41,Non-communicable diseases,Non-communicable diseases
M42,Non-communicable diseases,Non-communicable diseases
M43,Non-communicable diseases,Non-communicable diseases
M65,Non-communicable diseases,Non-communicable diseases
M71,Non-communicable diseases,Non-communicable diseases
M72,Non-communicable diseases,Non-communicable diseases
M80,Non-communicable diseases,Non-communicable diseases
M81,Non-communicable diseases,Non-communicable diseases
M82,Non-communicable diseases,Non-communicable diseases
M86,Non-communicable diseases,Non-communicable diseases
M87,Non-communicable diseases,Non-communicable diseases
M88,Non-communicable diseases,Non-communicable diseases
M89,Non-communicable diseases,Non-communicable diseases
N00,Non-communicable diseases,Non-communicable diseases
N01,Non-communicable diseases,Non-communicable diseases
N02,Non-communicable diseases,Non-communicable diseases
N03,Non-communicable diseases,Non-communicable diseases
N04,Non-communicable diseases,Non-communicable diseases
N05,Non-communicable diseases,Non-communicable diseases
N06,Non-communicable diseases,Non-communicable diseases
N07,Non-communicable diseases,Non-communicable diseases
N08,Non-communicable diseases,Non-communicable diseases
N10,Non-communicable diseases,Non-communicable diseases
N11,Non-communicable diseases,Non-communicable diseases
N12,Non-communicable diseases,Non-communicable diseases
N13,Non-communicable diseases,Non-communicable diseases
N15,Non-communicable diseases,Non-communicable diseases
N16,Non-communicable diseases,Non-communicable diseases
N18,Non-communicable diseases,Non-communicable diseases
N20,Non-communicable diseases,Non-communicable diseases
N21,Non-communicable diseases,Non-communicable diseases
N22,Non-communicable diseases,Non-communicable diseases
N23,Non-communicable diseases,Non-communicable diseases
N25,Non-communicable diseases,Non-communicable diseases
N26,Non-communicable diseases,Non-communicable diseases
N27,Non-communicable diseases,Non-communicable diseases
N28,Non-communicable diseases,Non-communicable diseases
N29,Non-communicable diseases,Non-communicable diseases
N30,Non-communicable diseases,Non-communicable diseases
N31,Non-communicable diseases,Non-communicable diseases
N32,Non-communicable diseases,Non-communicable diseases
N34,Non-communicable diseases,Non-communicable diseases
N36,Non-communicable diseases,Non-communicable diseases
N39,Non-communicable diseases,Non-communicable diseases
N41,Non-communicable diseases,Non-communicable diseases
N44,Non-communicable diseases,Non-communicable diseases
N45,Non-communicable diseases,Non-communicable diseases
N49,Non-communicable diseases,Non-communicable diseases
N60,Non-communicable diseases,Non-communicable diseases
N72,Non-communicable diseases,Non-communicable diseases
N75,Non-communicable diseases,Non-communicable diseases
N76,Non-communicable diseases,Non-communicable diseases
N77,Non-communicable diseases,Non-communicable diseases
N80,Non-communicable diseases,Non-communicable diseases
N81,Non-communicable diseases,Non-communicable diseases
N83,Non-communicable diseases,Non-communicable diseases
N84,Non-communicable diseases,Non-communicable diseases
N87,Non-communicable diseases,Non-communicable diseases
P04,Non-communicable diseases,Non-communicable diseases
P70,Non-communicable diseases,Non-communicable diseases
P96,Non-communicable diseases,Non-communicable diseases
Q00,Non-communicable diseases,Non-communicable diseases
Q01,Non-communicable diseases,Non-communicable diseases
Q02,Non-communicable diseases,Non-communicable diseases
Q03,Non-communicable diseases,Non-communicable diseases
Q04,Non-communicable diseases,Non-communicable diseases
Q05,Non-communicable diseases,Non-communicable diseases
Q06,Non-communicable diseases,Non-communicable diseases
Q07,Non-communicable diseases,Non-communicable diseases
Q10,Non-communicable diseases,Non-communicable diseases
Q11,Non-communicable diseases,Non-communicable diseases
Q12,Non-communicable diseases,Non-communicable diseases
Q13,Non-communicable diseases,Non-communicable diseases
Q14,Non-communicable diseases,Non-communicable diseases
Q15,Non-communicable diseases,Non-communicable diseases
Q16,Non-communicable diseases,Non-communicable diseases
Q17,Non-communicable diseases,Non-communicable diseases
Q18,Non-communicable diseases,Non-communicable diseases
Q20,Non-communicable diseases,Non-communicable diseases
Q21,Non-communicable diseases,Non-communicable diseases
Q22,Non-communicable diseases,Non-communicable diseases
Q23,Non-communicable diseases,Non-communicable diseases
Q24,Non-communicable diseases,Non-communicable diseases
Q25,Non-communicable diseases,Non-communicable diseases
Q26,Non-communicable diseases,Non-communicable diseases
Q27,Non-communicable diseases,Non-communicable diseases
Q28,Non-communicable diseases,Non-communicable diseases
Q30,Non-communicable diseases,Non-communicable diseases
Q31,Non-communicable diseases,Non-communicable diseases
Q32,Non-communicable diseases,Non-communicable diseases
Q33,Non-communicable diseases,Non-communicable diseases
Q34,Non-communicable diseases,Non-communicable diseases
Q35,Non-communicable diseases,Non-communicable diseases
Q36,Non-communicable diseases,Non-communicable diseases
Q37,Non-communicable diseases,Non-communicable diseases
Q38,Non-communicable diseases,Non-communicable diseases
Q39,Non-communicable diseases,Non-communicable diseases
Q40,Non-communicable diseases,Non-communicable diseases
Q41,Non-communicable diseases,Non-communicable diseases
Q42,Non-communicable diseases,Non-communicable diseases
Q43,Non-communicable diseases,Non-communicable diseases
Q44,Non-communicable diseases,Non-communicable diseases
Q45,Non-communicable diseases,Non-communicable diseases
Q50,Non-communicable diseases,Non-communicable diseases
Q51,Non-communicable diseases,Non-communicable diseases
Q52,Non-communicable diseases,Non-communicable diseases
Q53,Non-communicable diseases,Non-communicable diseases
Q54,Non-communicable diseases,Non-communicable diseases
Q55,Non-communicable diseases,Non-communicable diseases
Q56,Non-communicable diseases,Non-communicable diseases
Q57,Non-communicable diseases,Non-communicable diseases
Q58,Non-communicable diseases,Non-communicable diseases
Q59,Non-communicable diseases,Non-communicable diseases
Q60,Non-communicable diseases,Non-communicable diseases
Q61,Non-communicable diseases,Non-communicable diseases
Q62,Non-communicable diseases,Non-communicable diseases
Q63,Non-communicable diseases,Non-communicable diseases
Q64,Non-communicable diseases,Non-communicable diseases
Q65,Non-communicable diseases,Non-communicable diseases
Q66,Non-communicable diseases,Non-communicable diseases
Q67,Non-communicable diseases,Non-communicable diseases
Q68,Non-communicable diseases,Non-communicable diseases
Q69,Non-communicable diseases,Non-communicable diseases
Q70,Non-communicable diseases,Non-communicable diseases
Q71,Non-communicable diseases,Non-communicable diseases
Q72,Non-communicable diseases,Non-communicable diseases
Q73,Non-communicable diseases,Non-communicable diseases
Q74,Non-communicable diseases,Non-communicable diseases
Q75,Non-communicable diseases,Non-communicable diseases
Q76,Non-communicable diseases,Non-communicable diseases
Q77,Non-communicable diseases,Non-communicable diseases
Q78,Non-communicable diseases,Non-communicable diseases
Q79,Non-communicable diseases,Non-communicable diseases
Q80,Non-communicable diseases,Non-communicable diseases
Q81,Non-communicable diseases,Non-communicable diseases
Q82,Non-communicable diseases,Non-communicable diseases
Q83,Non-communicable diseases,Non-communicable diseases
Q84,Non-communicable diseases,Non-communicable diseases
Q85,Non-communicable diseases,Non-communicable diseases
Q86,Non-communicable diseases,Non-communicable diseases
Q87,Non-communicable diseases,Non-communicable diseases
Q89,Non-communicable diseases,Non-communicable diseases
Q90,Non-communicable diseases,Non-communicable diseases
Q91,Non-communicable diseases,Non-communicable diseases
Q92,Non-communicable diseases,Non-communicable diseases
Q93,Non-communicable diseases,Non-communicable diseases
Q95,Non-communicable diseases,Non-communicable diseases
Q96,Non-communicable diseases,Non-communicable diseases
Q97,Non-communicable diseases,Non-communicable diseases
Q98,Non-communicable diseases,Non-communicable diseases
Q99,Non-communicable diseases,Non-communicable diseases
R78,Non-communicable diseases,Non-communicable diseases
R95,Non-communicable diseases,Non-communicable diseases
X45,Non-communicable diseases,Non-communicable diseases
X65,Non-communicable diseases,Non-communicable diseases
Y15,Non-communicable diseases,Non-communicable diseases
C00,Neoplasms,Neoplasms
C01,Neoplasms,Neoplasms
C02,Neoplasms,Neoplasms
C03,Neoplasms,Neoplasms
C04,Neoplasms,Neoplasms
C05,Neoplasms,Neoplasms
C06,Neoplasms,Neoplasms
C07,Neoplasms,Neoplasms
C08,Neoplasms,Neoplasms
C09,Neoplasms,Neoplasms
C10,Neoplasms,Neoplasms
C11,Neoplasms,Neoplasms
C12,Neoplasms,Neoplasms
C13,Neoplasms,Neoplasms
C15,Neoplasms,Neoplasms
C16,Neoplasms,Neoplasms
C17,Neoplasms,Neoplasms
C18,Neoplasms,Neoplasms
C19,Neoplasms,Neoplasms
C20,Neoplasms,Neoplasms
C21,Neoplasms,Neoplasms
C22,Neoplasms,Neoplasms
C23,Neoplasms,Neoplasms
C24,Neoplasms,Neoplasms
C25,Neoplasms,Neoplasms
C30,Neoplasms,Neoplasms
C31,Neoplasms,Neoplasms
C32,Neoplasms,Neoplasms
C33,Neoplasms,Neoplasms
C34,Neoplasms,Neoplasms
C37,Neoplasms,Neoplasms
C38,Neoplasms,Neoplasms
C40,Neoplasms,Neoplasms
C41,Neoplasms,Neoplasms
C43,Neoplasms,Neoplasms
C44,Neoplasms,Neoplasms
C45,Neoplasms,Neoplasms
C47,Neoplasms,Neoplasms
C48,Neoplasms,Neoplasms
C49,Neoplasms,Neoplasms
C50,Neoplasms,Neoplasms
C51,Neoplasms,Neoplasms
C52,Neoplasms,Neoplasms
C53,Neoplasms,Neoplasms
C54,Neoplasms,Neoplasms
C56,Neoplasms,Neoplasms
C57,Neoplasms,Neoplasms
C60,Neoplasms,Neoplasms
C61,Neoplasms,Neoplasms
C62,Neoplasms,Neoplasms
C63,Neoplasms,Neoplasms
C64,Neoplasms,Neoplasms
C65,Neoplasms,Neoplasms
C66,Neoplasms,Neoplasms
C67,Neoplasms,Neoplasms
C68,Neoplasms,Neoplasms
C69,Neoplasms,Neoplasms
C70,Neoplasms,Neoplasms
C71,Neoplasms,Neoplasms
C72,Neoplasms,Neoplasms
C73,Neoplasms,Neoplasms
C75,Neoplasms,Neoplasms
C81,Neoplasms,Neoplasms
C82,Neoplasms,Neoplasms
C83,Neoplasms,Neoplasms
C84,Neoplasms,Neoplasms
C85,Neoplasms,Neoplasms
C86,Neoplasms,Neoplasms
C88,Neoplasms,Neoplasms
C89,Neoplasms,Neoplasms
C90,Neoplasms,Neoplasms
C91,Neoplasms,Neoplasms
C92,Neoplasms,Neoplasms
C93,Neoplasms,Neoplasms
C94,Neoplasms,Neoplasms
C95,Neoplasms,Neoplasms
C96,Neoplasms,Neoplasms
D00,Neoplasms,Neoplasms
D01,Neoplasms,Neoplasms
D02,Neoplasms,Neoplasms
D03,Neoplasms,Neoplasms
D04,Neoplasms,Neoplasms
D05,Neoplasms,Neoplasms
D06,Neoplasms,Neoplasms
D07,Neoplasms,Neoplasms
D09,Neoplasms,Neoplasms
