ICD10,ICD10 Name,USCOD,USCOD name,
D64.2 ,Secondary sideroblastic anaemia due to drugs and toxins ,B_7,Other NCDs,
D64.3 ,Other sideroblastic anaemias ,B_7,Other NCDs,
D64.4 ,Congenital dyserythropoietic anaemia ,B_7,Other NCDs,
D64.8 ,Other specified anaemias ,B_7,Other NCDs,
D64.9 ,"Anaemia, unspecified ",A_5,Other Communicable,
D65 ,Disseminated intravascular coagulation [defibrination syndrome] ,B_7,Other NCDs,
D66 ,Hereditary factor VIII deficiency ,B_7,Other NCDs,
D67 ,Hereditary factor IX deficiency ,B_7,Other NCDs,
D68 ,Other coagulation defects ,B_7,Other NCDs,
D68.0 ,Von Willebrand's disease ,B_7,Other NCDs,
D68.1 ,Hereditary factor XI deficiency ,B_7,Other NCDs,
D68.2 ,Hereditary deficiency of other clotting factors ,B_7,Other NCDs,
D68.3 ,Haemorrhagic disorder due to circulating anticoagulants ,B_7,Other NCDs,
D68.4 ,Acquired coagulation factor deficiency ,B_7,Other NCDs,
D68.8 ,Other specified coagulation defects ,B_7,Other NCDs,
D68.9 ,"Coagulation defect, unspecified ",B_7,Other NCDs,
D69 ,Purpura and other haemorrhagic conditions ,B_7,Other NCDs,
D69.0 ,Allergic purpura ,B_7,Other NCDs,
D69.1 ,Qualitative platelet defects ,B_7,Other NCDs,
D69.2 ,Other nonthrombocytopenic purpura ,B_7,Other NCDs,
D69.3 ,Idiopathic thrombocytopenic purpura ,B_7,Other NCDs,
D69.4 ,Other primary thrombocytopenia ,B_7,Other NCDs,
D69.5 ,Secondary thrombocytopenia ,B_7,Other NCDs,
D69.6 ,"Thrombocytopenia, unspecified ",B_7,Other NCDs,
D69.8 ,Other specified haemorrhagic conditions ,B_7,Other NCDs,
D69.9 ,"Haemorrhagic condition, unspecified ",B_7,Other NCDs,
D70 ,Agranulocytosis ,B_7,Other NCDs,
D71 ,Functional disorders of polymorphonuclear neutrophils ,B_7,Other NCDs,
D72 ,Other disorders of white blood cells ,B_7,Other NCDs,
D72.0 ,Genetic anomalies of leukocytes ,B_7,Other NCDs,
D72.1 ,Eosinophilia ,B_7,Other NCDs,
D72.8 ,Other specified disorders of white blood cells ,B_7,Other NCDs,
D72.9 ,"Disorder of white blood cells, unspecified ",B_7,Other NCDs,
D73 ,Diseases of spleen ,B_7,Other NCDs,
D73.0 ,Hyposplenism ,B_7,Other NCDs,
D73.1 ,Hypersplenism ,B_7,Other NCDs,
D73.2 ,Chronic congestive splenomegaly ,B_7,Other NCDs,
D73.3 ,Abscess of spleen ,B_7,Other NCDs,
D73.4 ,Cyst of spleen ,B_7,Other NCDs,
D73.5 ,Infarction of spleen ,B_7,Other NCDs,
D73.8 ,Other diseases of spleen ,B_7,Other NCDs,
D73.9 ,"Disease of spleen, unspecified ",B_7,Other NCDs,
D74 ,Methaemoglobinaemia ,B_7,Other NCDs,
D74.0 ,Congenital methaemoglobinaemia ,B_7,Other NCDs,
D74.8 ,Other methaemoglobinaemias ,B_7,Other NCDs,
D74.9 ,"Methaemoglobinaemia, unspecified ",B_7,Other NCDs,
D75 ,Other diseases of blood and blood-forming organs ,B_7,Other NCDs,
D75.0 ,Familial erythrocytosis ,B_7,Other NCDs,
D75.1 ,Secondary polycythaemia ,B_7,Other NCDs,
D75.2 ,Essential thrombocytosis ,B_7,Other NCDs,
D75.8 ,Other specified diseases of blood and blood-forming organs ,B_7,Other NCDs,
D75.9 ,"Disease of blood and blood-forming organs, unspecified ",B_7,Other NCDs,
D76 ,Certain diseases involving lymphoreticular tissue and reticulohistiocytic system ,B_7,Other NCDs,
D76.0 ,"Langerhans' cell histiocytosis, not elsewhere classified ",B_7,Other NCDs,
D76.1 ,Haemophagocytic lymphohistiocytosis ,B_7,Other NCDs,
D76.2 ,"Haemophagocytic syndrome, infection-associated ",B_7,Other NCDs,
D76.3 ,Other histiocytosis syndromes ,B_7,Other NCDs,
D80 ,Immunodeficiency with predominantly antibody defects ,B_7,Other NCDs,
D80.0 ,Hereditary hypogammaglobulinaemia ,B_7,Other NCDs,
D80.1 ,Nonfamilial hypogammaglobulinaemia ,B_7,Other NCDs,
D80.2 ,Selective deficiency of immunoglobulin A [IgA] ,B_7,Other NCDs,
D80.3 ,Selective deficiency of immunoglobulin G [IgG] subclasses ,B_7,Other NCDs,
D80.4 ,Selective deficiency of immunoglobulin M [IgM] ,B_7,Other NCDs,
D80.5 ,Immunodeficiency with increased immunoglobulin M [IgM] ,B_7,Other NCDs,
D80.6 ,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia ,B_7,Other NCDs,
D80.7 ,Transient hypogammaglobulinaemia of infancy ,B_7,Other NCDs,
D80.8 ,Other immunodeficiencies with predominantly antibody defects ,B_7,Other NCDs,
D80.9 ,"Immunodeficiency with predominantly antibody defects, unspecified ",B_7,Other NCDs,
D81 ,Combined immunodeficiencies ,B_7,Other NCDs,
D81.0 ,Severe combined immunodeficiency [SCID] with reticular dysgenesis ,B_7,Other NCDs,
D81.1 ,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers ,B_7,Other NCDs,
D81.2 ,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers ,B_7,Other NCDs,
D81.3 ,Adenosine deaminase [ADA] deficiency ,B_7,Other NCDs,
D81.4 ,Nezelof's syndrome ,B_7,Other NCDs,
D81.5 ,Purine nucleoside phosphorylase [PNP] deficiency ,B_7,Other NCDs,
D81.6 ,Major histocompatibility complex class I deficiency ,B_7,Other NCDs,
D81.7 ,Major histocompatibility complex class II deficiency ,B_7,Other NCDs,
D81.8 ,Other combined immunodeficiencies ,B_7,Other NCDs,
D81.9 ,"Combined immunodeficiency, unspecified ",B_7,Other NCDs,
D82 ,Immunodeficiency associated with other major defects ,B_7,Other NCDs,
D82.0 ,Wiskott-Aldrich syndrome ,B_7,Other NCDs,
D82.1 ,Di George's syndrome ,B_7,Other NCDs,
D82.2 ,Immunodeficiency with short-limbed stature ,B_7,Other NCDs,
D82.3 ,Immunodeficiency following hereditary defective response to Epstein-Barr virus ,B_7,Other NCDs,
D82.4 ,Hyperimmunoglobulin E [IgE] syndrome ,B_7,Other NCDs,
D82.8 ,Immunodeficiency associated with other specified major defects ,B_7,Other NCDs,
D82.9 ,"Immunodeficiency associated with major defect, unspecified ",B_7,Other NCDs,
D83 ,Common variable immunodeficiency ,B_7,Other NCDs,
D83.0 ,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function ,B_7,Other NCDs,
D83.1 ,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders ,B_7,Other NCDs,
D83.2 ,Common variable immunodeficiency with autoantibodies to B- or T-cells ,B_7,Other NCDs,
D83.8 ,Other common variable immunodeficiencies ,B_7,Other NCDs,
D83.9 ,"Common variable immunodeficiency, unspecified ",B_7,Other NCDs,
D84 ,Other immunodeficiencies ,B_7,Other NCDs,
D84.0 ,Lymphocyte function antigen-1 [LFA-1] defect ,B_7,Other NCDs,
D84.1 ,Defects in the complement system ,B_7,Other NCDs,
D84.8 ,Other specified immunodeficiencies ,B_7,Other NCDs,
D84.9 ,"Immunodeficiency, unspecified ",B_7,Other NCDs,
D86 ,Sarcoidosis ,B_7,Other NCDs,
D86.0 ,Sarcoidosis of lung ,B_4,Chronic Respiratory Diseases,
D86.1 ,Sarcoidosis of lymph nodes ,B_7,Other NCDs,
D86.2 ,Sarcoidosis of lung with sarcoidosis of lymph nodes ,B_4,Chronic Respiratory Diseases,
D86.3 ,Sarcoidosis of skin ,B_7,Other NCDs,
D86.8 ,Sarcoidosis of other and combined sites ,B_7,Other NCDs,
D86.9 ,"Sarcoidosis, unspecified ",B_4,Chronic Respiratory Diseases,
D89 ,"Other disorders involving the immune mechanism, not elsewhere classified ",B_7,Other NCDs,
D89.0 ,Polyclonal hypergammaglobulinaemia ,B_7,Other NCDs,
D89.1 ,Cryoglobulinaemia ,B_7,Other NCDs,
D89.2 ,"Hypergammaglobulinaemia, unspecified ",B_7,Other NCDs,
D89.8 ,"Other specified disorders involving the immune mechanism, not elsewhere classified ",B_7,Other NCDs,
D89.9 ,"Disorder involving the immune mechanism, unspecified ",B_7,Other NCDs,
(D50-D89),Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,,,
E00 ,Congenital iodine-deficiency syndrome ,A_5,Other Communicable,
E00.0 ,"Congenital iodine-deficiency syndrome, neurological type ",A_5,Other Communicable,
E00.1 ,"Congenital iodine-deficiency syndrome, myxoedematous type ",A_5,Other Communicable,
E00.2 ,"Congenital iodine-deficiency syndrome, mixed type ",A_5,Other Communicable,
E00.9 ,"Congenital iodine-deficiency syndrome, unspecified ",A_5,Other Communicable,
E01 ,Iodine-deficiency-related thyroid disorders and allied conditions ,A_5,Other Communicable,
E01.0 ,Iodine-deficiency-related diffuse (endemic) goitre ,A_5,Other Communicable,
E01.1 ,Iodine-deficiency-related multinodular (endemic) goitre ,A_5,Other Communicable,
E01.2 ,"Iodine-deficiency-related (endemic) goitre, unspecified ",A_5,Other Communicable,
E01.8 ,Other iodine-deficiency-related thyroid disorders and allied conditions ,A_5,Other Communicable,
E02 ,Subclinical iodine-deficiency hypothyroidism ,A_5,Other Communicable,
E03 ,Other hypothyroidism ,B_7,Other NCDs,
E03.0 ,Congenital hypothyroidism with diffuse goitre ,B_7,Other NCDs,
E03.1 ,Congenital hypothyroidism without goitre ,B_7,Other NCDs,
E03.2 ,Hypothyroidism due to medicaments and other exogenous substances ,B_7,Other NCDs,
E03.3 ,Postinfectious hypothyroidism ,B_7,Other NCDs,
E03.4 ,Atrophy of thyroid (acquired) ,B_7,Other NCDs,
E03.5 ,Myxoedema coma ,B_7,Other NCDs,
E03.8 ,Other specified hypothyroidism ,B_7,Other NCDs,
E03.9 ,"Hypothyroidism, unspecified ",B_7,Other NCDs,
E04 ,Other nontoxic goitre ,B_7,Other NCDs,
E04.0 ,Nontoxic diffuse goitre ,B_7,Other NCDs,
E04.1 ,Nontoxic single thyroid nodule ,B_7,Other NCDs,
E04.2 ,Nontoxic multinodular goitre ,B_7,Other NCDs,
E04.8 ,Other specified nontoxic goitre ,B_7,Other NCDs,
E04.9 ,"Nontoxic goitre, unspecified ",B_7,Other NCDs,
E05 ,Thyrotoxicosis [hyperthyroidism] ,B_7,Other NCDs,
E05.0 ,Thyrotoxicosis with diffuse goitre ,B_7,Other NCDs,
E05.1 ,Thyrotoxicosis with toxic single thyroid nodule ,B_7,Other NCDs,
E05.2 ,Thyrotoxicosis with toxic multinodular goitre ,B_7,Other NCDs,
E05.3 ,Thyrotoxicosis from ectopic thyroid tissue ,B_7,Other NCDs,
E05.4 ,Thyrotoxicosis factitia ,B_7,Other NCDs,
E05.5 ,Thyroid crisis or storm ,B_7,Other NCDs,
E05.8 ,Other thyrotoxicosis ,B_7,Other NCDs,
E05.9 ,"Thyrotoxicosis, unspecified ",B_7,Other NCDs,
E06 ,Thyroiditis ,B_7,Other NCDs,
E06.0 ,Acute thyroiditis ,B_7,Other NCDs,
E06.1 ,Subacute thyroiditis ,B_7,Other NCDs,
E06.2 ,Chronic thyroiditis with transient thyrotoxicosis ,B_7,Other NCDs,
E06.3 ,Autoimmune thyroiditis ,B_7,Other NCDs,
E06.4 ,Drug-induced thyroiditis ,B_7,Other NCDs,
E06.5 ,Other chronic thyroiditis ,B_7,Other NCDs,
E06.9 ,"Thyroiditis, unspecified ",B_7,Other NCDs,
E07 ,Other disorders of thyroid ,B_7,Other NCDs,
E07.0 ,Hypersecretion of calcitonin ,B_7,Other NCDs,
E07.1 ,Dyshormogenetic goitre ,B_7,Other NCDs,
E07.8 ,Other specified disorders of thyroid ,B_7,Other NCDs,
E07.9 ,"Disorder of thyroid, unspecified ",B_7,Other NCDs,
E10 ,Insulin-dependent diabetes mellitus ,B_2,Diabetes Mellitus,
E10.0,With coma,B_2,Diabetes Mellitus,
E10.1,Type 1 diabetes mellitus with acidosis,B_2,Diabetes Mellitus,
E10.2,Type 1 diabetes mellitus w renal comp,B_2,Diabetes Mellitus,
E10.3,Type 1 DM w ophthalmic complication,B_2,Diabetes Mellitus,
E10.4,Type 1 DM w neurological comp,B_2,Diabetes Mellitus,
E10.5,Type 1 DM w circulatory complication,B_2,Diabetes Mellitus,
E10.6,Type 1 diabetes mellitus w oth spec comp,B_2,Diabetes Mellitus,
E10.7,Type 1 diabetes mellitus w multiple comp,B_2,Diabetes Mellitus,
E10.8,Type 1 diabetes mellitus w unspec comp,B_2,Diabetes Mellitus,
E10.9,Type 1 diabetes mellitus wo complication,B_2,Diabetes Mellitus,
E11,Non-insulin-dependent diabetes mellitus ,B_2,Diabetes Mellitus,
E11.0,Type 2 DM w hyperosmolarity,B_2,Diabetes Mellitus,
E11.1,Type 2 diabetes mellitus with acidosis,B_2,Diabetes Mellitus,
E11.2,Type 2 DM w renal complication,B_2,Diabetes Mellitus,
E11.3,Type 2 DM w ophthalmic complication,B_2,Diabetes Mellitus,
E11.4,Type 2 DM w neurological complication,B_2,Diabetes Mellitus,
E11.5,Type 2 DM w circulatory complciation,B_2,Diabetes Mellitus,
E11.6,Type 2 DM w other specified complication,B_2,Diabetes Mellitus,
E11.7,Type 2 DM w multiple complications,B_2,Diabetes Mellitus,
E11.8,Type 2 DM w unspecified complication,B_2,Diabetes Mellitus,
E11.9,Type 2 diabetes mellitus wo complication,B_2,Diabetes Mellitus,
E12 ,Malnutrition-related diabetes mellitus ,B_2,Diabetes Mellitus,
E12.0,With coma,B_2,Diabetes Mellitus,
E12.1,With ketoacidosis,B_2,Diabetes Mellitus,
E12.2, With renal complications,B_2,Diabetes Mellitus,
E12.3, With ophthalmic complications,B_2,Diabetes Mellitus,
E12.4, With neurological complications,B_2,Diabetes Mellitus,
E12.5,With peripheral circulatory complications,B_2,Diabetes Mellitus,
E12.6,With other specified complications,B_2,Diabetes Mellitus,
E12.7,With multiple complications,B_2,Diabetes Mellitus,
E12.8,With unspecified complications,B_2,Diabetes Mellitus,
E12.9,Without complications,B_2,Diabetes Mellitus,
E13 ,Other specified diabetes mellitus ,B_2,Diabetes Mellitus,
E13.0,Other specified DM w hyperosmolarity,B_2,Diabetes Mellitus,
E13.1,Other specified DM w acidosis,B_2,Diabetes Mellitus,
E13.2,Other specified DM w renal complication,B_2,Diabetes Mellitus,
E13.3,Other spec DM w ophthalmic complication,B_2,Diabetes Mellitus,
E13.4,Other spec DM w neurological comp,B_2,Diabetes Mellitus,
E13.5,Other spec DM w circulatory complication,B_2,Diabetes Mellitus,
E13.6,Other specified DM w other spec comp,B_2,Diabetes Mellitus,
E13.7,Other spec DM w multiple complications,B_2,Diabetes Mellitus,
E13.8,Other specified DM w unspec complication,B_2,Diabetes Mellitus,
E13.9,Other specified DM wo complication,B_2,Diabetes Mellitus,
E14 ,Unspecified diabetes mellitus ,B_2,Diabetes Mellitus,
E14.0,Unspecified DM w hyperosmolarity,B_2,Diabetes Mellitus,
E14.1,Unspecified diabetes mellitus w acidosis,B_2,Diabetes Mellitus,
E14.2,Unspecified DM w renal complication,B_2,Diabetes Mellitus,
E14.3,Unspec DM w ophthalmic complication,B_2,Diabetes Mellitus,
E14.4,Unspec DM with neurological complication,B_2,Diabetes Mellitus,
E14.5,Unspec DM w circulatory complication,B_2,Diabetes Mellitus,
E14.6,Unspec DM w other specified complication,B_2,Diabetes Mellitus,
E14.7,Unspec DM w multiple complications,B_2,Diabetes Mellitus,
E14.8,Unspec DM w unspecified complication,B_2,Diabetes Mellitus,
E14.9,Unspec DM without complication,B_2,Diabetes Mellitus,
E15 ,Nondiabetic hypoglycaemic coma ,B_7,Other NCDs,
E16 ,Other disorders of pancreatic internal secretion ,B_7,Other NCDs,
E16.0 ,Drug-induced hypoglycaemia without coma ,B_7,Other NCDs,
E16.1 ,Other hypoglycaemia ,B_7,Other NCDs,
E16.2 ,"Hypoglycaemia, unspecified ",B_7,Other NCDs,
E16.3 ,Increased secretion of glucagon ,B_7,Other NCDs,
E16.4 ,Abnormal secretion of gastrin ,B_7,Other NCDs,
E16.8 ,Other specified disorders of pancreatic internal secretion ,B_7,Other NCDs,
E16.9 ,"Disorder of pancreatic internal secretion, unspecified ",B_7,Other NCDs,
E20 ,Hypoparathyroidism ,B_7,Other NCDs,
E20.0 ,Idiopathic hypoparathyroidism ,B_7,Other NCDs,
E20.1 ,Pseudohypoparathyroidism ,B_7,Other NCDs,
E20.8 ,Other hypoparathyroidism ,B_7,Other NCDs,
E20.9 ,"Hypoparathyroidism, unspecified ",B_7,Other NCDs,
E21 ,Hyperparathyroidism and other disorders of parathyroid gland ,B_7,Other NCDs,
E21.0 ,Primary hyperparathyroidism ,B_7,Other NCDs,
E21.1 ,"Secondary hyperparathyroidism, not elsewhere classified ",B_7,Other NCDs,
E21.2 ,Other hyperparathyroidism ,B_7,Other NCDs,
E21.3 ,"Hyperparathyroidism, unspecified ",B_7,Other NCDs,
E21.4 ,Other specified disorders of parathyroid gland ,B_7,Other NCDs,
E21.5 ,"Disorder of parathyroid gland, unspecified ",B_7,Other NCDs,
E22 ,Hyperfunction of pituitary gland ,B_7,Other NCDs,
E22.0 ,Acromegaly and pituitary gigantism ,B_7,Other NCDs,
E22.1 ,Hyperprolactinaemia ,B_7,Other NCDs,
E22.2 ,Syndrome of inappropriate secretion of antidiuretic hormone ,B_7,Other NCDs,
E22.8 ,Other hyperfunction of pituitary gland ,B_7,Other NCDs,
E22.9 ,"Hyperfunction of pituitary gland, unspecified ",B_7,Other NCDs,
E23 ,Hypofunction and other disorders of pituitary gland ,B_7,Other NCDs,
E23.0 ,Hypopituitarism ,B_7,Other NCDs,
E23.1 ,Drug-induced hypopituitarism ,B_7,Other NCDs,
E23.2 ,Diabetes insipidus ,B_7,Other NCDs,
E23.3 ,"Hypothalamic dysfunction, not elsewhere classified ",B_7,Other NCDs,
E23.6 ,Other disorders of pituitary gland ,B_7,Other NCDs,
E23.7 ,"Disorder of pituitary gland, unspecified ",B_7,Other NCDs,
E24 ,Cushing's syndrome ,B_7,Other NCDs,
E24.0 ,Pituitary-dependent Cushing's disease ,B_7,Other NCDs,
E24.1 ,Nelson's syndrome ,B_7,Other NCDs,
E24.2 ,Drug-induced Cushing's syndrome ,B_7,Other NCDs,
E24.3 ,Ectopic ACTH syndrome ,B_7,Other NCDs,
E24.4 ,Alcohol-induced pseudo-Cushing's syndrome ,B_7,Other NCDs,
E24.8 ,Other Cushing's syndrome ,B_7,Other NCDs,
E24.9 ,"Cushing's syndrome, unspecified ",B_7,Other NCDs,
E25 ,Adrenogenital disorders ,B_7,Other NCDs,
E25.0 ,Congenital adrenogenital disorders associated with enzyme deficiency ,B_7,Other NCDs,
E25.8 ,Other adrenogenital disorders ,B_7,Other NCDs,
E25.9 ,"Adrenogenital disorder, unspecified ",B_7,Other NCDs,
E26 ,Hyperaldosteronism ,B_7,Other NCDs,
E26.0 ,Primary hyperaldosteronism ,B_7,Other NCDs,
E26.1 ,Secondary hyperaldosteronism ,B_7,Other NCDs,
E26.8 ,Other hyperaldosteronism ,B_7,Other NCDs,
E26.9 ,"Hyperaldosteronism, unspecified ",B_7,Other NCDs,
E27 ,Other disorders of adrenal gland ,B_7,Other NCDs,
E27.0 ,Other adrenocortical overactivity ,B_7,Other NCDs,
E27.1 ,Primary adrenocortical insufficiency ,B_7,Other NCDs,
E27.2 ,Addisonian crisis ,B_7,Other NCDs,
E27.3 ,Drug-induced adrenocortical insufficiency ,B_7,Other NCDs,
E27.4 ,Other and unspecified adrenocortical insufficiency ,B_7,Other NCDs,
E27.5 ,Adrenomedullary hyperfunction ,B_7,Other NCDs,
E27.8 ,Other specified disorders of adrenal gland ,B_7,Other NCDs,
E27.9 ,"Disorder of adrenal gland, unspecified ",B_7,Other NCDs,
E28 ,Ovarian dysfunction ,B_7,Other NCDs,
E28.0 ,Estrogen excess ,B_7,Other NCDs,
E28.1 ,Androgen excess ,B_7,Other NCDs,
E28.2 ,Polycystic ovarian syndrome ,B_7,Other NCDs,
E28.3 ,Primary ovarian failure ,B_7,Other NCDs,
E28.8 ,Other ovarian dysfunction ,B_7,Other NCDs,
E28.9 ,"Ovarian dysfunction, unspecified ",B_7,Other NCDs,
E29 ,Testicular dysfunction ,B_7,Other NCDs,
E29.0 ,Testicular hyperfunction ,B_7,Other NCDs,
E29.1 ,Testicular hypofunction ,B_7,Other NCDs,
E29.8 ,Other testicular dysfunction ,B_7,Other NCDs,
E29.9 ,"Testicular dysfunction, unspecified ",B_7,Other NCDs,
E30 ,"Disorders of puberty, not elsewhere classified ",B_7,Other NCDs,
E30.0 ,Delayed puberty ,B_7,Other NCDs,
E30.1 ,Precocious puberty ,B_7,Other NCDs,
E30.8 ,Other disorders of puberty ,B_7,Other NCDs,
E30.9 ,"Disorder of puberty, unspecified ",B_7,Other NCDs,
E31 ,Polyglandular dysfunction ,B_7,Other NCDs,
E31.0 ,Autoimmune polyglandular failure ,B_7,Other NCDs,
E31.1 ,Polyglandular hyperfunction ,B_7,Other NCDs,
E31.8 ,Other polyglandular dysfunction ,B_7,Other NCDs,
E31.9 ,"Polyglandular dysfunction, unspecified ",B_7,Other NCDs,
E32 ,Diseases of thymus ,B_7,Other NCDs,
E32.0 ,Persistent hyperplasia of thymus ,B_7,Other NCDs,
E32.1 ,Abscess of thymus ,B_7,Other NCDs,
E32.8 ,Other diseases of thymus ,B_7,Other NCDs,
E32.9 ,"Disease of thymus, unspecified ",B_7,Other NCDs,
E34 ,Other endocrine disorders ,B_7,Other NCDs,
E34.0 ,Carcinoid syndrome ,B_7,Other NCDs,
E34.1 ,Other hypersecretion of intestinal hormones ,B_7,Other NCDs,
E34.2 ,"Ectopic hormone secretion, not elsewhere classified ",B_7,Other NCDs,
E34.3 ,"Short stature, not elsewhere classified ",B_7,Other NCDs,
E34.4 ,Constitutional tall stature ,B_7,Other NCDs,
E34.5 ,Androgen resistance syndrome ,B_7,Other NCDs,
E34.8 ,Other specified endocrine disorders ,B_7,Other NCDs,
E34.9 ,"Endocrine disorder, unspecified ",B_7,Other NCDs,
E40 ,Kwashiorkor ,A_5,Other Communicable,
E41 ,Nutritional marasmus ,A_5,Other Communicable,
E42 ,Marasmic kwashiorkor ,A_5,Other Communicable,
E43 ,Unspecified severe protein-energy malnutrition ,A_5,Other Communicable,
E44 ,Protein-energy malnutrition of moderate and mild degree ,A_5,Other Communicable,
E44.0 ,Moderate protein-energy malnutrition ,A_5,Other Communicable,
E44.1 ,Mild protein-energy malnutrition ,A_5,Other Communicable,
E45 ,Retarded development following protein-energy malnutrition ,A_5,Other Communicable,
E46 ,Unspecified protein-energy malnutrition ,A_5,Other Communicable,
E50 ,Vitamin A deficiency ,A_5,Other Communicable,
E50.0 ,Vitamin A deficiency with conjunctival xerosis ,A_5,Other Communicable,
E50.1 ,Vitamin A deficiency with Bitot's spot and conjunctival xerosis ,A_5,Other Communicable,
E50.2 ,Vitamin A deficiency with corneal xerosis ,A_5,Other Communicable,
E50.3 ,Vitamin A deficiency with corneal ulceration and xerosis ,A_5,Other Communicable,
E50.4 ,Vitamin A deficiency with keratomalacia ,A_5,Other Communicable,
E50.5 ,Vitamin A deficiency with night blindness ,A_5,Other Communicable,
E50.6 ,Vitamin A deficiency with xerophthalmic scars of cornea ,A_5,Other Communicable,
E50.7 ,Other ocular manifestations of vitamin A deficiency ,A_5,Other Communicable,
E50.8 ,Other manifestations of vitamin A deficiency ,A_5,Other Communicable,
E50.9 ,"Vitamin A deficiency, unspecified ",A_5,Other Communicable,
E51 ,Thiamine deficiency ,A_5,Other Communicable,
