icd10,gbd_severity,description
U67.4,1,U-codes reserved / national use
U67.5,1,U-codes reserved / national use
U67.6,1,U-codes reserved / national use
U67.7,1,U-codes reserved / national use
U67.8,1,U-codes reserved / national use
U67.9,1,U-codes reserved / national use
U68,1,U-codes reserved / national use
U68.0,1,U-codes reserved / national use
U68.1,1,U-codes reserved / national use
U68.2,1,U-codes reserved / national use
U68.3,1,U-codes reserved / national use
U68.4,1,U-codes reserved / national use
U68.5,1,U-codes reserved / national use
U68.6,1,U-codes reserved / national use
U68.7,1,U-codes reserved / national use
U68.8,1,U-codes reserved / national use
U68.9,1,U-codes reserved / national use
U69,1,U-codes reserved / national use
U69.0,1,U-codes reserved / national use
U69.1,1,U-codes reserved / national use
U69.2,1,U-codes reserved / national use
U69.3,1,U-codes reserved / national use
U69.4,1,U-codes reserved / national use
U69.5,1,U-codes reserved / national use
U69.6,1,U-codes reserved / national use
U69.7,1,U-codes reserved / national use
U69.8,1,U-codes reserved / national use
U69.9,1,U-codes reserved / national use
U70,1,U-codes reserved / national use
U70.0,1,U-codes reserved / national use
U70.1,1,U-codes reserved / national use
U70.2,1,U-codes reserved / national use
U70.3,1,U-codes reserved / national use
U70.4,1,U-codes reserved / national use
U70.5,1,U-codes reserved / national use
U70.6,1,U-codes reserved / national use
U70.7,1,U-codes reserved / national use
U70.8,1,U-codes reserved / national use
U70.9,1,U-codes reserved / national use
U71,1,U-codes reserved / national use
U71.0,1,U-codes reserved / national use
U71.1,1,U-codes reserved / national use
U71.2,1,U-codes reserved / national use
U71.3,1,U-codes reserved / national use
U71.4,1,U-codes reserved / national use
U71.5,1,U-codes reserved / national use
U71.6,1,U-codes reserved / national use
U71.7,1,U-codes reserved / national use
U71.8,1,U-codes reserved / national use
U71.9,1,U-codes reserved / national use
U72,1,U-codes reserved / national use
U72.0,1,U-codes reserved / national use
U72.1,1,U-codes reserved / national use
U72.2,1,U-codes reserved / national use
U72.3,1,U-codes reserved / national use
U72.4,1,U-codes reserved / national use
U72.5,1,U-codes reserved / national use
U72.6,1,U-codes reserved / national use
U72.7,1,U-codes reserved / national use
U72.8,1,U-codes reserved / national use
U72.9,1,U-codes reserved / national use
U73,1,U-codes reserved / national use
U73.0,1,U-codes reserved / national use
U73.1,1,U-codes reserved / national use
U73.2,1,U-codes reserved / national use
U73.3,1,U-codes reserved / national use
U73.4,1,U-codes reserved / national use
U73.5,1,U-codes reserved / national use
U73.6,1,U-codes reserved / national use
U73.7,1,U-codes reserved / national use
U73.8,1,U-codes reserved / national use
U73.9,1,U-codes reserved / national use
U74,1,U-codes reserved / national use
U74.0,1,U-codes reserved / national use
U74.1,1,U-codes reserved / national use
U74.2,1,U-codes reserved / national use
U74.3,1,U-codes reserved / national use
U74.4,1,U-codes reserved / national use
U74.5,1,U-codes reserved / national use
U74.6,1,U-codes reserved / national use
U74.7,1,U-codes reserved / national use
U74.8,1,U-codes reserved / national use
U74.9,1,U-codes reserved / national use
U75,1,U-codes reserved / national use
U75.0,1,U-codes reserved / national use
U75.1,1,U-codes reserved / national use
U75.2,1,U-codes reserved / national use
U75.3,1,U-codes reserved / national use
U75.4,1,U-codes reserved / national use
U75.5,1,U-codes reserved / national use
U75.6,1,U-codes reserved / national use
U75.7,1,U-codes reserved / national use
U75.8,1,U-codes reserved / national use
U75.9,1,U-codes reserved / national use
U76,1,U-codes reserved / national use
U76.0,1,U-codes reserved / national use
U76.1,1,U-codes reserved / national use
U76.2,1,U-codes reserved / national use
U76.3,1,U-codes reserved / national use
U76.4,1,U-codes reserved / national use
U76.5,1,U-codes reserved / national use
U76.6,1,U-codes reserved / national use
U76.7,1,U-codes reserved / national use
U76.8,1,U-codes reserved / national use
U76.9,1,U-codes reserved / national use
U77,1,U-codes reserved / national use
U77.0,1,U-codes reserved / national use
U77.1,1,U-codes reserved / national use
U77.2,1,U-codes reserved / national use
U77.3,1,U-codes reserved / national use
U77.4,1,U-codes reserved / national use
U77.5,1,U-codes reserved / national use
U77.6,1,U-codes reserved / national use
U77.7,1,U-codes reserved / national use
U77.8,1,U-codes reserved / national use
U77.9,1,U-codes reserved / national use
U78,1,U-codes reserved / national use
U78.0,1,U-codes reserved / national use
U78.1,1,U-codes reserved / national use
U78.2,1,U-codes reserved / national use
U78.3,1,U-codes reserved / national use
U78.4,1,U-codes reserved / national use
U78.5,1,U-codes reserved / national use
U78.6,1,U-codes reserved / national use
U78.7,1,U-codes reserved / national use
U78.8,1,U-codes reserved / national use
U78.9,1,U-codes reserved / national use
U79,1,U-codes reserved / national use
U79.0,1,U-codes reserved / national use
U79.1,1,U-codes reserved / national use
U79.2,1,U-codes reserved / national use
U79.3,1,U-codes reserved / national use
U79.4,1,U-codes reserved / national use
U79.5,1,U-codes reserved / national use
U79.6,1,U-codes reserved / national use
U79.7,1,U-codes reserved / national use
U79.8,1,U-codes reserved / national use
U79.9,1,U-codes reserved / national use
U80,1,U-codes reserved / national use
U80.0,1,U-codes reserved / national use
U80.1,1,U-codes reserved / national use
U80.2,1,U-codes reserved / national use
U80.3,1,U-codes reserved / national use
U80.4,1,U-codes reserved / national use
U80.5,1,U-codes reserved / national use
U80.6,1,U-codes reserved / national use
U80.7,1,U-codes reserved / national use
U80.8,1,U-codes reserved / national use
U80.9,1,U-codes reserved / national use
U81,1,U-codes reserved / national use
U81.0,1,U-codes reserved / national use
U81.1,1,U-codes reserved / national use
U81.2,1,U-codes reserved / national use
U81.3,1,U-codes reserved / national use
U81.4,1,U-codes reserved / national use
U81.5,1,U-codes reserved / national use
U81.6,1,U-codes reserved / national use
U81.7,1,U-codes reserved / national use
U81.8,1,U-codes reserved / national use
U81.9,1,U-codes reserved / national use
U89,1,U-codes reserved / national use
U89.9,1,U-codes reserved / national use
U90,1,U-codes reserved / national use
U90.0,1,U-codes reserved / national use
U90.1,1,U-codes reserved / national use
U90.2,1,U-codes reserved / national use
U90.3,1,U-codes reserved / national use
U90.4,1,U-codes reserved / national use
U90.5,1,U-codes reserved / national use
U90.6,1,U-codes reserved / national use
U90.7,1,U-codes reserved / national use
U90.8,1,U-codes reserved / national use
U90.9,1,U-codes reserved / national use
U91,1,U-codes reserved / national use
U91.0,1,U-codes reserved / national use
U91.1,1,U-codes reserved / national use
U91.2,1,U-codes reserved / national use
U91.3,1,U-codes reserved / national use
U91.4,1,U-codes reserved / national use
U91.5,1,U-codes reserved / national use
U91.6,1,U-codes reserved / national use
U91.7,1,U-codes reserved / national use
U91.8,1,U-codes reserved / national use
U91.9,1,U-codes reserved / national use
U92,1,U-codes reserved / national use
U92.0,1,U-codes reserved / national use
U92.1,1,U-codes reserved / national use
U92.2,1,U-codes reserved / national use
U92.3,1,U-codes reserved / national use
U92.4,1,U-codes reserved / national use
U92.5,1,U-codes reserved / national use
U92.6,1,U-codes reserved / national use
U92.7,1,U-codes reserved / national use
U92.8,1,U-codes reserved / national use
U92.9,1,U-codes reserved / national use
U93,1,U-codes reserved / national use
U93.0,1,U-codes reserved / national use
U93.1,1,U-codes reserved / national use
U93.2,1,U-codes reserved / national use
U93.3,1,U-codes reserved / national use
U93.4,1,U-codes reserved / national use
U93.5,1,U-codes reserved / national use
U93.6,1,U-codes reserved / national use
U93.7,1,U-codes reserved / national use
U93.8,1,U-codes reserved / national use
U93.9,1,U-codes reserved / national use
U94,1,U-codes reserved / national use
U94.0,1,U-codes reserved / national use
U94.1,1,U-codes reserved / national use
U94.2,1,U-codes reserved / national use
U94.3,1,U-codes reserved / national use
U94.4,1,U-codes reserved / national use
U94.5,1,U-codes reserved / national use
U94.6,1,U-codes reserved / national use
U94.7,1,U-codes reserved / national use
U94.8,1,U-codes reserved / national use
U94.9,1,U-codes reserved / national use
U95,1,U-codes reserved / national use
U95.0,1,U-codes reserved / national use
U95.1,1,U-codes reserved / national use
U95.2,1,U-codes reserved / national use
U95.3,1,U-codes reserved / national use
U95.4,1,U-codes reserved / national use
U95.5,1,U-codes reserved / national use
U95.6,1,U-codes reserved / national use
U95.7,1,U-codes reserved / national use
U95.8,1,U-codes reserved / national use
U95.9,1,U-codes reserved / national use
U96,1,U-codes reserved / national use
U96.0,1,U-codes reserved / national use
U96.1,1,U-codes reserved / national use
U96.2,1,U-codes reserved / national use
U96.3,1,U-codes reserved / national use
U96.4,1,U-codes reserved / national use
U96.5,1,U-codes reserved / national use
U96.6,1,U-codes reserved / national use
U96.7,1,U-codes reserved / national use
U96.8,1,U-codes reserved / national use
U96.9,1,U-codes reserved / national use
U97,1,U-codes reserved / national use
U97.0,1,U-codes reserved / national use
U97.1,1,U-codes reserved / national use
U97.2,1,U-codes reserved / national use
U97.3,1,U-codes reserved / national use
U97.4,1,U-codes reserved / national use
U97.5,1,U-codes reserved / national use
U97.6,1,U-codes reserved / national use
U97.7,1,U-codes reserved / national use
U97.8,1,U-codes reserved / national use
U97.9,1,U-codes reserved / national use
U98,1,U-codes reserved / national use
U98.0,1,U-codes reserved / national use
U98.1,1,U-codes reserved / national use
U98.2,1,U-codes reserved / national use
U98.3,1,U-codes reserved / national use
U98.4,1,U-codes reserved / national use
U98.5,1,U-codes reserved / national use
U98.6,1,U-codes reserved / national use
U98.7,1,U-codes reserved / national use
U98.8,1,U-codes reserved / national use
U98.9,1,U-codes reserved / national use
U99,1,U-codes reserved / national use
U99.0,1,U-codes reserved / national use
U99.1,1,U-codes reserved / national use
U99.2,1,U-codes reserved / national use
U99.3,1,U-codes reserved / national use
U99.4,1,U-codes reserved / national use
U99.5,1,U-codes reserved / national use
U99.6,1,U-codes reserved / national use
U99.7,1,U-codes reserved / national use
U99.8,1,U-codes reserved / national use
U99.9,1,U-codes reserved / national use
V87,4,Other specified personal exposures and history presenting hazards to health
V87.0,4,Contact with and (suspected) exposure to hazardous metals
V87.1,4,Contact with and (suspected) exposure to hazardous aromatic compounds
V87.4,4,Personal history of drug therapy
V87.5,4,Other specified personal exposures and history presenting hazards to health
V87.6,4,Other specified personal exposures and history presenting hazards to health
V87.7,4,Other specified personal exposures and history presenting hazards to health
V87.8,4,Other specified personal exposures and history presenting hazards to health
V87.9,4,Other specified personal exposures and history presenting hazards to health
V88,4,Acquired absence of other organs and tissue
V88.0,4,Acquired absence of cervix and uterus
V88.1,4,Acquired absence of pancreas
V88.4,4,Acquired absence of other organs and tissue
V88.5,4,Acquired absence of other organs and tissue
V88.6,4,Acquired absence of other organs and tissue
V88.7,4,Acquired absence of other organs and tissue
V88.8,4,Acquired absence of other organs and tissue
V88.9,4,Acquired absence of other organs and tissue
V89,4,Other suspected conditions not found
V89.0,4,Other suspected conditions not found
V89.1,4,Other suspected conditions not found
V89.2,4,Other suspected conditions not found
V89.3,4,Other suspected conditions not found
V89.4,4,Other suspected conditions not found
V89.5,4,Other suspected conditions not found
V89.6,4,Other suspected conditions not found
V89.7,4,Other suspected conditions not found
V89.8,4,Other suspected conditions not found
V89.9,4,Other suspected conditions not found
V99,4,Transport accident – unspecified
V99.0,4,Transport accident – unspecified
W47,2,NA
W47.0,2,NA
W47.1,2,NA
W47.2,2,NA
W47.3,2,NA
W47.4,2,NA
W47.5,2,NA
W47.6,2,NA
W47.7,2,NA
W47.8,2,NA
W47.9,2,NA
W48,2,NA
W48.0,2,NA
W48.1,2,NA
W48.2,2,NA
W48.3,2,NA
W48.4,2,NA
W48.5,2,NA
W48.6,2,NA
W48.7,2,NA
W48.8,2,NA
W48.9,2,NA
W63,2,NA
W71,2,NA
W71.0,2,NA
W71.1,2,NA
W71.2,2,NA
W71.3,2,NA
W71.4,2,NA
W71.5,2,NA
W71.6,2,NA
W71.7,2,NA
W71.8,2,NA
W71.9,2,NA
W72,2,NA
W72.0,2,NA
W72.1,2,NA
W72.2,2,NA
W72.3,2,NA
W72.4,2,NA
W72.5,2,NA
W72.6,2,NA
W72.7,2,NA
W72.8,2,NA
W72.9,2,NA
W76,2,Other accidental hanging and strangulation
W76.0,2,Other accidental hanging and strangulation
W76.1,2,Other accidental hanging and strangulation
W76.2,2,Other accidental hanging and strangulation
W76.3,2,Other accidental hanging and strangulation
W76.4,2,Other accidental hanging and strangulation
W76.5,2,Other accidental hanging and strangulation
W76.6,2,Other accidental hanging and strangulation
W76.7,2,Other accidental hanging and strangulation
W76.8,2,Other accidental hanging and strangulation
W76.9,2,Other accidental hanging and strangulation
W82,2,NA
W95,2,NA
W95.0,2,NA
W95.1,2,NA
W95.2,2,NA
W95.3,2,NA
W95.4,2,NA
W95.5,2,NA
W95.6,2,NA
W95.7,2,NA
W95.8,2,NA
W95.9,2,NA
W96,2,NA
W96.0,2,NA
W96.1,2,NA
W96.2,2,NA
W96.3,2,NA
W96.4,2,NA
W96.5,2,NA
W96.6,2,NA
W96.7,2,NA
W96.8,2,NA
W96.9,2,NA
W97,2,NA
W97.0,2,NA
W97.1,2,NA
W97.2,2,NA
W97.3,2,NA
W97.4,2,NA
W97.5,2,NA
W97.6,2,NA
W97.7,2,NA
W97.8,2,NA
W97.9,2,NA
W98,2,NA
X07,2,NA
X40,1,NA
